student_support_id,student_support_content_creator_id,student_support_is_hint,student_support_is_explanation,student_support_message_count,student_support_text_length,student_support_contains_video,student_support_contains_image,student_support_contains_link,student_support_color_use,student_support_font_use,student_support_text_size_use
1149323,436919,0,1,1,6,1,0,0,0,0,0
1149324,436919,0,1,1,6,1,0,0,0,0,0
1149325,436919,0,1,1,6,1,0,0,0,0,0
1149527,436919,0,1,1,6,1,0,0,0,0,0
1149528,436919,0,1,1,6,1,0,0,0,0,0
1149529,436919,0,1,1,6,1,0,0,0,0,0
1149530,436919,0,1,1,6,1,0,0,0,0,0
1150039,436919,0,1,1,6,1,0,0,0,0,0
1150040,436919,0,1,1,6,1,0,0,0,0,0
1150042,436919,0,1,1,6,1,0,0,0,0,0
1150247,436919,0,1,1,6,1,0,0,0,0,0
1152471,436919,0,1,1,6,1,0,0,0,0,0
1152473,436919,0,1,1,6,1,0,0,0,0,0
1152474,436919,0,1,1,6,1,0,0,0,0,0
1152475,436919,0,1,1,6,1,0,0,0,0,0
1152476,436919,0,1,1,6,1,0,0,0,0,0
1152493,436919,0,1,1,6,1,0,0,0,0,0
1159988,436919,0,1,1,6,1,0,0,0,0,0
1159989,436919,0,1,1,6,1,0,0,0,0,0
1159990,436919,0,1,1,6,1,0,0,0,0,0
1162945,436919,0,1,1,6,1,0,0,0,0,0
1171780,436919,0,1,1,6,1,0,0,0,0,0
1171781,436919,0,1,1,6,1,0,0,0,0,0
1171782,436919,0,1,1,6,1,0,0,0,0,0
1171783,436919,0,1,1,6,1,0,0,0,0,0
1173461,436143,0,1,1,47,1,0,0,0,0,0
1173462,436143,0,1,1,7,1,0,0,0,0,0
1173463,436143,0,1,1,7,1,0,0,0,0,0
1173464,436143,0,1,1,7,1,0,0,0,0,0
1173465,436143,0,1,1,7,1,0,0,0,0,0
1173466,436143,0,1,1,7,1,0,0,0,0,0
1173467,436143,0,1,1,7,1,0,0,0,0,0
1173468,436143,0,1,1,7,1,0,0,0,0,0
1173469,436143,0,1,1,7,1,0,0,0,0,0
1173470,436143,0,1,1,7,1,0,0,0,0,0
1173471,436143,0,1,1,7,1,0,0,0,0,0
1173473,436143,0,1,1,7,1,0,0,0,0,0
1173474,436143,0,1,1,7,1,0,0,0,0,0
1173475,436143,0,1,1,7,1,0,0,0,0,0
1173476,436143,0,1,1,7,1,0,0,0,0,0
1173477,436143,0,1,1,7,1,0,0,0,0,0
1173478,436143,0,1,1,7,1,0,0,0,0,0
1173479,436143,0,1,1,7,1,0,0,0,0,0
1173481,436143,0,1,1,7,1,0,0,0,0,0
1173482,436143,0,1,1,7,1,0,0,0,0,0
1173483,436143,0,1,1,7,1,0,0,0,0,0
1173484,436143,0,1,1,7,1,0,0,0,0,0
1173485,436143,0,1,1,7,1,0,0,0,0,0
1173486,436143,0,1,1,7,1,0,0,0,0,0
1173494,436143,0,1,1,0,1,0,0,0,0,0
1173495,436143,0,1,1,7,1,0,0,0,0,0
1174132,436143,0,1,1,7,1,0,0,0,0,0
1174133,436143,0,1,1,7,1,0,0,0,0,0
1174134,436143,0,1,1,7,1,0,0,0,0,0
1174140,436143,0,1,1,7,1,0,0,0,0,0
1174142,436143,0,1,1,7,1,0,0,0,0,0
1174143,436143,0,1,1,14,1,0,0,0,0,0
1174144,436143,0,1,1,7,1,0,0,0,0,0
1174145,436143,0,1,1,7,1,0,0,0,0,0
1174152,436143,0,1,1,14,1,0,0,0,0,0
1174153,436143,0,1,1,7,1,0,0,0,0,0
1174154,436143,0,1,1,7,1,0,0,0,0,0
1174155,436143,0,1,1,7,1,0,0,0,0,0
1174160,436143,0,1,1,7,1,0,0,0,0,0
1174161,436143,0,1,1,7,1,0,0,0,0,0
1174165,436143,0,1,1,7,1,0,0,0,0,0
1174166,436143,0,1,1,14,1,0,0,0,0,0
1174167,436143,0,1,1,14,1,0,0,0,0,0
1174168,436143,0,1,1,28,1,0,0,0,0,0
1174299,436143,0,1,1,7,1,0,0,0,0,0
1174301,436143,0,1,1,7,1,0,0,0,0,0
1174302,436143,0,1,1,7,1,0,0,0,0,0
1174605,436143,0,1,1,7,1,0,0,0,0,0
1174606,436143,0,1,1,7,1,0,0,0,0,0
1174607,436143,0,1,1,7,1,0,0,0,0,0
1174608,436143,0,1,1,7,1,0,0,0,0,0
1174609,436143,0,1,1,7,1,0,0,0,0,0
1174610,436143,0,1,1,7,1,0,0,0,0,0
1174611,436143,0,1,1,7,1,0,0,0,0,0
1174612,436143,0,1,1,7,1,0,0,0,0,0
1174613,436143,0,1,1,7,1,0,0,0,0,0
1174614,436143,0,1,1,7,1,0,0,0,0,0
1174615,436143,0,1,1,7,1,0,0,0,0,0
1174616,436143,0,1,1,7,1,0,0,0,0,0
1174617,436143,0,1,1,7,1,0,0,0,0,0
1174618,436143,0,1,1,7,1,0,0,0,0,0
1174619,436143,0,1,1,7,1,0,0,0,0,0
1174620,436143,0,1,1,7,1,0,0,0,0,0
1174621,436143,0,1,1,7,1,0,0,0,0,0
1174622,436143,0,1,1,7,1,0,0,0,0,0
1174624,436143,0,1,1,7,1,0,0,0,0,0
1174625,436143,0,1,1,7,1,0,0,0,0,0
1174626,436143,0,1,1,7,1,0,0,0,0,0
1174627,436143,0,1,1,7,1,0,0,0,0,0
1174628,436143,0,1,1,7,1,0,0,0,0,0
1174629,436143,0,1,1,7,1,0,0,0,0,0
1174630,436143,0,1,1,7,1,0,0,0,0,0
1174631,436143,0,1,1,7,1,0,0,0,0,0
1174632,436143,0,1,1,7,1,0,0,0,0,0
1174633,436143,0,1,1,7,1,0,0,0,0,0
1174634,436143,0,1,1,7,1,0,0,0,0,0
1174676,436143,0,1,1,7,1,0,0,0,0,0
1174677,436143,0,1,1,7,1,0,0,0,0,0
1174678,436143,0,1,1,7,1,0,0,0,0,0
1174679,436143,0,1,1,7,1,0,0,0,0,0
1174680,436143,0,1,1,7,1,0,0,0,0,0
1174681,436143,0,1,1,7,1,0,0,0,0,0
1174682,436143,0,1,1,7,1,0,0,0,0,0
1174683,436143,0,1,1,7,1,0,0,0,0,0
1174684,436143,0,1,1,7,1,0,0,0,0,0
1174685,436143,0,1,1,7,1,0,0,0,0,0
1174686,436143,0,1,1,7,1,0,0,0,0,0
1174687,436143,0,1,1,7,1,0,0,0,0,0
1174688,436143,0,1,1,7,1,0,0,0,0,0
1174689,436143,0,1,1,7,1,0,0,0,0,0
1174690,436143,0,1,1,7,1,0,0,0,0,0
1174691,436143,0,1,1,7,1,0,0,0,0,0
1174692,436143,0,1,1,7,1,0,0,0,0,0
1174708,436143,0,1,1,7,1,0,0,0,0,0
1174709,436143,0,1,1,7,1,0,0,0,0,0
1174710,436143,0,1,1,7,1,0,0,0,0,0
1174711,436143,0,1,1,7,1,0,0,0,0,0
1174712,436143,0,1,1,7,1,0,0,0,0,0
1174713,436143,0,1,1,7,1,0,0,0,0,0
1174714,436143,0,1,1,7,1,0,0,0,0,0
1174715,436143,0,1,1,7,1,0,0,0,0,0
1174716,436143,0,1,1,7,1,0,0,0,0,0
1174717,436143,0,1,1,7,1,0,0,0,0,0
1174718,436143,0,1,1,7,1,0,0,0,0,0
1174720,436143,0,1,1,7,1,0,0,0,0,0
1174721,436143,0,1,1,7,1,0,0,0,0,0
1174722,436143,0,1,1,7,1,0,0,0,0,0
1174723,436143,0,1,1,7,1,0,0,0,0,0
1174724,436143,0,1,1,7,1,0,0,0,0,0
1174725,436143,0,1,1,7,1,0,0,0,0,0
1174726,436143,0,1,1,7,1,0,0,0,0,0
1174727,436143,0,1,1,7,1,0,0,0,0,0
1174728,436143,0,1,1,7,1,0,0,0,0,0
1174729,436143,0,1,1,7,1,0,0,0,0,0
1174730,436143,0,1,1,7,1,0,0,0,0,0
1174731,436143,0,1,1,7,1,0,0,0,0,0
1174732,436143,0,1,1,7,1,0,0,0,0,0
1174733,436143,0,1,1,7,1,0,0,0,0,0
1174734,436143,0,1,1,7,1,0,0,0,0,0
1174735,436143,0,1,1,7,1,0,0,0,0,0
1174736,436143,0,1,1,7,1,0,0,0,0,0
1174737,436143,0,1,1,7,1,0,0,0,0,0
1174738,436143,0,1,1,7,1,0,0,0,0,0
1174739,436143,0,1,1,7,1,0,0,0,0,0
1174740,436143,0,1,1,7,1,0,0,0,0,0
1174741,436143,0,1,1,7,1,0,0,0,0,0
1174799,436143,0,1,1,7,1,0,0,0,0,0
1174800,436143,0,1,1,7,1,0,0,0,0,0
1174801,436143,0,1,1,7,1,0,0,0,0,0
1174802,436143,0,1,1,7,1,0,0,0,0,0
1174803,436143,0,1,1,7,1,0,0,0,0,0
1174804,436143,0,1,1,7,1,0,0,0,0,0
1174805,436143,0,1,1,7,1,0,0,0,0,0
1174806,436143,0,1,1,7,1,0,0,0,0,0
1174807,436143,0,1,1,7,1,0,0,0,0,0
1174899,436143,0,1,1,7,1,0,0,0,0,0
1174900,436143,0,1,1,7,1,0,0,0,0,0
1174901,436143,0,1,1,7,1,0,0,0,0,0
1174907,436143,0,1,1,7,1,0,0,0,0,0
1174908,436143,0,1,1,7,1,0,0,0,0,0
1174909,436143,0,1,1,7,1,0,0,0,0,0
1174911,436143,0,1,1,7,1,0,0,0,0,0
1174915,436143,0,1,1,7,1,0,0,0,0,0
1174916,436143,0,1,1,7,1,0,0,0,0,0
1174917,436143,0,1,1,7,1,0,0,0,0,0
1174918,436143,0,1,1,7,1,0,0,0,0,0
1174919,436143,0,1,1,7,1,0,0,0,0,0
1175168,436143,0,1,1,7,1,0,0,0,0,0
1175169,436143,0,1,1,7,1,0,0,0,0,0
1175170,436143,0,1,1,7,1,0,0,0,0,0
1175172,436143,0,1,1,7,1,0,0,0,0,0
1175173,436143,0,1,1,7,1,0,0,0,0,0
1175174,436143,0,1,1,7,1,0,0,0,0,0
1175175,436143,0,1,1,7,1,0,0,0,0,0
1175176,436143,0,1,1,7,1,0,0,0,0,0
1175177,436143,0,1,1,7,1,0,0,0,0,0
1175178,436143,0,1,1,7,1,0,0,0,0,0
1175179,436143,0,1,1,7,1,0,0,0,0,0
1175180,436143,0,1,1,7,1,0,0,0,0,0
1175181,436143,0,1,1,7,1,0,0,0,0,0
1175182,436143,0,1,1,7,1,0,0,0,0,0
1175183,436143,0,1,1,7,1,0,0,0,0,0
1175224,436143,0,1,1,7,1,0,0,0,0,0
1175225,436143,0,1,1,7,1,0,0,0,0,0
1175226,436143,0,1,1,7,1,0,0,0,0,0
1175227,436143,0,1,1,7,1,0,0,0,0,0
1175228,436143,0,1,1,7,1,0,0,0,0,0
1175229,436143,0,1,1,7,1,0,0,0,0,0
1175230,436143,0,1,1,7,1,0,0,0,0,0
1175231,436143,0,1,1,7,1,0,0,0,0,0
1175232,436143,0,1,1,7,1,0,0,0,0,0
1175233,436143,0,1,1,7,1,0,0,0,0,0
1175235,436143,0,1,1,14,1,0,0,0,0,0
1175236,436143,0,1,1,7,1,0,0,0,0,0
1175256,436143,0,1,1,7,1,0,0,0,0,0
1175257,436143,0,1,1,7,1,0,0,0,0,0
1175258,436143,0,1,1,7,1,0,0,0,0,0
1175259,436143,0,1,1,7,1,0,0,0,0,0
1175260,436143,0,1,1,7,1,0,0,0,0,0
1175261,436143,0,1,1,7,1,0,0,0,0,0
1175262,436143,0,1,1,7,1,0,0,0,0,0
1175264,436143,0,1,1,7,1,0,0,0,0,0
1175265,436143,0,1,1,7,1,0,0,0,0,0
1175266,436143,0,1,1,7,1,0,0,0,0,0
1175267,436143,0,1,1,7,1,0,0,0,0,0
1175268,436143,0,1,1,7,1,0,0,0,0,0
1175269,436143,0,1,1,7,1,0,0,0,0,0
1175270,436143,0,1,1,7,1,0,0,0,0,0
1175271,436143,0,1,1,7,1,0,0,0,0,0
1175272,436143,0,1,1,7,1,0,0,0,0,0
1175273,436143,0,1,1,7,1,0,0,0,0,0
1175274,436143,0,1,1,7,1,0,0,0,0,0
1175275,436143,0,1,1,7,1,0,0,0,0,0
1175276,436143,0,1,1,7,1,0,0,0,0,0
1175277,436143,0,1,1,7,1,0,0,0,0,0
1175278,436143,0,1,1,7,1,0,0,0,0,0
1175279,436143,0,1,1,7,1,0,0,0,0,0
1175280,436143,0,1,1,7,1,0,0,0,0,0
1175281,436143,0,1,1,7,1,0,0,0,0,0
1175282,436143,0,1,1,7,1,0,0,0,0,0
1175283,436143,0,1,1,7,1,0,0,0,0,0
1175284,436143,0,1,1,7,1,0,0,0,0,0
1175285,436143,0,1,1,7,1,0,0,0,0,0
1175286,436143,0,1,1,7,1,0,0,0,0,0
1175288,436143,0,1,1,7,1,0,0,0,0,0
1175289,436143,0,1,1,7,1,0,0,0,0,0
1175290,436143,0,1,1,7,1,0,0,0,0,0
1175291,436143,0,1,1,7,1,0,0,0,0,0
1175292,436143,0,1,1,7,1,0,0,0,0,0
1175298,436143,0,1,1,7,1,0,0,0,0,0
1175299,436143,0,1,1,7,1,0,0,0,0,0
1175300,436143,0,1,1,7,1,0,0,0,0,0
1175301,436143,0,1,1,7,1,0,0,0,0,0
1175302,436143,0,1,1,7,1,0,0,0,0,0
1175303,436143,0,1,1,7,1,0,0,0,0,0
1175304,436143,0,1,1,7,1,0,0,0,0,0
1175305,436143,0,1,1,7,1,0,0,0,0,0
1175306,436143,0,1,1,7,1,0,0,0,0,0
1175307,436143,0,1,1,7,1,0,0,0,0,0
1175308,436143,0,1,1,7,1,0,0,0,0,0
1175309,436143,0,1,1,7,1,0,0,0,0,0
1175310,436143,0,1,1,7,1,0,0,0,0,0
1175312,436143,0,1,1,7,1,0,0,0,0,0
1175313,436143,0,1,1,7,1,0,0,0,0,0
1175342,436919,0,1,1,6,1,0,0,0,0,0
1175343,436919,0,1,1,6,1,0,0,0,0,0
1175523,436143,0,1,1,7,1,0,0,0,0,0
1175524,436143,0,1,1,7,1,0,0,0,0,0
1175525,436143,0,1,1,7,1,0,0,0,0,0
1175531,436143,0,1,1,7,1,0,0,0,0,0
1175532,436143,0,1,1,7,1,0,0,0,0,0
1175748,436143,0,1,1,7,1,0,0,0,0,0
1175749,436143,0,1,1,7,1,0,0,0,0,0
1175750,436143,0,1,1,7,1,0,0,0,0,0
1175751,436143,0,1,1,7,1,0,0,0,0,0
1175752,436143,0,1,1,7,1,0,0,0,0,0
1175753,436143,0,1,1,7,1,0,0,0,0,0
1175754,436143,0,1,1,7,1,0,0,0,0,0
1175755,436143,0,1,1,7,1,0,0,0,0,0
1175756,436143,0,1,1,7,1,0,0,0,0,0
1175757,436143,0,1,1,7,1,0,0,0,0,0
1175758,436143,0,1,1,7,1,0,0,0,0,0
1175759,436143,0,1,1,7,1,0,0,0,0,0
1175760,436143,0,1,1,7,1,0,0,0,0,0
1175761,436143,0,1,1,7,1,0,0,0,0,0
1175762,436143,0,1,1,7,1,0,0,0,0,0
1175763,436143,0,1,1,7,1,0,0,0,0,0
1175764,436143,0,1,1,7,1,0,0,0,0,0
1175765,436143,0,1,1,7,1,0,0,0,0,0
1175766,436143,0,1,1,7,1,0,0,0,0,0
1175767,436143,0,1,1,7,1,0,0,0,0,0
1175768,436143,0,1,1,7,1,0,0,0,0,0
1175769,436143,0,1,1,7,1,0,0,0,0,0
1175770,436143,0,1,1,7,1,0,0,0,0,0
1175771,436143,0,1,1,7,1,0,0,0,0,0
1175772,436143,0,1,1,7,1,0,0,0,0,0
1175773,436143,0,1,1,7,1,0,0,0,0,0
1175774,436143,0,1,1,7,1,0,0,0,0,0
1175775,436143,0,1,1,7,1,0,0,0,0,0
1175776,436143,0,1,1,7,1,0,0,0,0,0
1175777,436143,0,1,1,7,1,0,0,0,0,0
1175778,436143,0,1,1,7,1,0,0,0,0,0
1175779,436143,0,1,1,7,1,0,0,0,0,0
1175780,436143,0,1,1,7,1,0,0,0,0,0
1175781,436143,0,1,1,7,1,0,0,0,0,0
1175782,436143,0,1,1,7,1,0,0,0,0,0
1175783,436143,0,1,1,7,1,0,0,0,0,0
1175784,436143,0,1,1,7,1,0,0,0,0,0
1175788,436143,0,1,1,7,1,0,0,0,0,0
1175789,436143,0,1,1,7,1,0,0,0,0,0
1175790,436143,0,1,1,7,1,0,0,0,0,0
1175791,436143,0,1,1,7,1,0,0,0,0,0
1175792,436143,0,1,1,7,1,0,0,0,0,0
1175793,436143,0,1,1,7,1,0,0,0,0,0
1175794,436143,0,1,1,7,1,0,0,0,0,0
1175800,436143,0,1,1,7,1,0,0,0,0,0
1175801,436143,0,1,1,7,1,0,0,0,0,0
1176030,436143,0,1,1,7,1,0,0,0,0,0
1176031,436143,0,1,1,7,1,0,0,0,0,0
1176032,436143,0,1,1,7,1,0,0,0,0,0
1176033,436143,0,1,1,7,1,0,0,0,0,0
1176034,436143,0,1,1,7,1,0,0,0,0,0
1176035,436143,0,1,1,7,1,0,0,0,0,0
1176036,436143,0,1,1,7,1,0,0,0,0,0
1176037,436143,0,1,1,7,1,0,0,0,0,0
1176038,436143,0,1,1,7,1,0,0,0,0,0
1176039,436143,0,1,1,7,1,0,0,0,0,0
1176040,436143,0,1,1,7,1,0,0,0,0,0
1176041,436143,0,1,1,7,1,0,0,0,0,0
1176042,436143,0,1,1,7,1,0,0,0,0,0
1176043,436143,0,1,1,7,1,0,0,0,0,0
1176044,436143,0,1,1,7,1,0,0,0,0,0
1176045,436143,0,1,1,7,1,0,0,0,0,0
1176046,436143,0,1,1,7,1,0,0,0,0,0
1176047,436143,0,1,1,7,1,0,0,0,0,0
1176048,436143,0,1,1,7,1,0,0,0,0,0
1176050,436143,0,1,1,7,1,0,0,0,0,0
1176051,436143,0,1,1,7,1,0,0,0,0,0
1176052,436143,0,1,1,7,1,0,0,0,0,0
1176053,436143,0,1,1,7,1,0,0,0,0,0
1176054,436143,0,1,1,7,1,0,0,0,0,0
1176055,436143,0,1,1,7,1,0,0,0,0,0
1176056,436143,0,1,1,7,1,0,0,0,0,0
1176057,436143,0,1,1,7,1,0,0,0,0,0
1176058,436143,0,1,1,7,1,0,0,0,0,0
1176059,436143,0,1,1,7,1,0,0,0,0,0
1176060,436143,0,1,1,7,1,0,0,0,0,0
1176061,436143,0,1,1,7,1,0,0,0,0,0
1176062,436143,0,1,1,7,1,0,0,0,0,0
1176063,436143,0,1,1,7,1,0,0,0,0,0
1176064,436143,0,1,1,7,1,0,0,0,0,0
1176065,436143,0,1,1,7,1,0,0,0,0,0
1176066,436143,0,1,1,7,1,0,0,0,0,0
1176067,436143,0,1,1,7,1,0,0,0,0,0
1176068,436143,0,1,1,7,1,0,0,0,0,0
1176069,436143,0,1,1,7,1,0,0,0,0,0
1176070,436143,0,1,1,7,1,0,0,0,0,0
1176071,436143,0,1,1,7,1,0,0,0,0,0
1176072,436143,0,1,1,7,1,0,0,0,0,0
1176073,436143,0,1,1,7,1,0,0,0,0,0
1176074,436143,0,1,1,7,1,0,0,0,0,0
1176075,436143,0,1,1,7,1,0,0,0,0,0
1176076,436143,0,1,1,7,1,0,0,0,0,0
1176077,436143,0,1,1,7,1,0,0,0,0,0
1176078,436143,0,1,1,7,1,0,0,0,0,0
1176079,436143,0,1,1,7,1,0,0,0,0,0
1176080,436143,0,1,1,7,1,0,0,0,0,0
1176081,436143,0,1,1,7,1,0,0,0,0,0
1176082,436143,0,1,1,7,1,0,0,0,0,0
1176083,436143,0,1,1,7,1,0,0,0,0,0
1176084,436143,0,1,1,7,1,0,0,0,0,0
1176085,436143,0,1,1,7,1,0,0,0,0,0
1176086,436919,0,1,1,6,1,0,0,0,0,0
1176087,436919,0,1,1,6,1,0,0,0,0,0
1176088,436919,0,1,1,6,1,0,0,0,0,0
1176160,436143,0,1,1,7,1,0,0,0,0,0
1176162,436143,0,1,1,7,1,0,0,0,0,0
1176163,436143,0,1,1,7,1,0,0,0,0,0
1176165,436143,0,1,1,7,1,0,0,0,0,0
1176166,436143,0,1,1,7,1,0,0,0,0,0
1176167,436143,0,1,1,7,1,0,0,0,0,0
1176168,436143,0,1,1,7,1,0,0,0,0,0
1176169,436143,0,1,1,7,1,0,0,0,0,0
1176170,436143,0,1,1,7,1,0,0,0,0,0
1176171,436143,0,1,1,7,1,0,0,0,0,0
1176172,436143,0,1,1,7,1,0,0,0,0,0
1176173,436143,0,1,1,7,1,0,0,0,0,0
1176174,436143,0,1,1,7,1,0,0,0,0,0
1176601,436143,0,1,1,7,1,0,0,0,0,0
1176602,436143,0,1,1,7,1,0,0,0,0,0
1176603,436143,0,1,1,7,1,0,0,0,0,0
1176604,436143,0,1,1,7,1,0,0,0,0,0
1176605,436143,0,1,1,7,1,0,0,0,0,0
1176606,436143,0,1,1,7,1,0,0,0,0,0
1176607,436143,0,1,1,7,1,0,0,0,0,0
1176608,436143,0,1,1,7,1,0,0,0,0,0
1176609,436143,0,1,1,7,1,0,0,0,0,0
1176610,436143,0,1,1,7,1,0,0,0,0,0
1176611,436143,0,1,1,7,1,0,0,0,0,0
1176612,436143,0,1,1,7,1,0,0,0,0,0
1176613,436143,0,1,1,7,1,0,0,0,0,0
1176614,436143,0,1,1,7,1,0,0,0,0,0
1176615,436143,0,1,1,7,1,0,0,0,0,0
1176616,436143,0,1,1,7,1,0,0,0,0,0
1176617,436143,0,1,1,7,1,0,0,0,0,0
1176618,436143,0,1,1,7,1,0,0,0,0,0
1176619,436143,0,1,1,7,1,0,0,0,0,0
1176620,436143,0,1,1,7,1,0,0,0,0,0
1176621,436143,0,1,1,7,1,0,0,0,0,0
1176622,436143,0,1,1,7,1,0,0,0,0,0
1176637,436143,0,1,1,7,1,0,0,0,0,0
1176638,436143,0,1,1,7,1,0,0,0,0,0
1176639,436143,0,1,1,7,1,0,0,0,0,0
1176640,436143,0,1,1,7,1,0,0,0,0,0
1176641,436143,0,1,1,7,1,0,0,0,0,0
1176642,436143,0,1,1,7,1,0,0,0,0,0
1176643,436143,0,1,1,7,1,0,0,0,0,0
1176644,436143,0,1,1,7,1,0,0,0,0,0
1176645,436143,0,1,1,7,1,0,0,0,0,0
1176646,436143,0,1,1,7,1,0,0,0,0,0
1176647,436143,0,1,1,7,1,0,0,0,0,0
1176648,436143,0,1,1,7,1,0,0,0,0,0
1176649,436143,0,1,1,7,1,0,0,0,0,0
1176650,436143,0,1,1,7,1,0,0,0,0,0
1176651,436143,0,1,1,7,1,0,0,0,0,0
1176652,436143,0,1,1,7,1,0,0,0,0,0
1176653,436143,0,1,1,7,1,0,0,0,0,0
1176654,436143,0,1,1,7,1,0,0,0,0,0
1176655,436143,0,1,1,7,1,0,0,0,0,0
1176656,436143,0,1,1,7,1,0,0,0,0,0
1176657,436143,0,1,1,7,1,0,0,0,0,0
1176660,436143,0,1,1,7,1,0,0,0,0,0
1176661,436143,0,1,1,7,1,0,0,0,0,0
1176662,436143,0,1,1,7,1,0,0,0,0,0
1176663,436143,0,1,1,7,1,0,0,0,0,0
1176664,436143,0,1,1,7,1,0,0,0,0,0
1176665,436143,0,1,1,7,1,0,0,0,0,0
1176666,436143,0,1,1,7,1,0,0,0,0,0
1177028,436143,0,1,1,7,1,0,0,0,0,0
1177029,436143,0,1,1,7,1,0,0,0,0,0
1177030,436143,0,1,1,7,1,0,0,0,0,0
1177031,436143,0,1,1,7,1,0,0,0,0,0
1177032,436143,0,1,1,7,1,0,0,0,0,0
1177033,436143,0,1,1,7,1,0,0,0,0,0
1177034,436143,0,1,1,7,1,0,0,0,0,0
1177035,436143,0,1,1,7,1,0,0,0,0,0
1177036,436143,0,1,1,7,1,0,0,0,0,0
1177037,436143,0,1,1,7,1,0,0,0,0,0
1178222,436143,0,1,1,21,1,0,0,0,0,0
1178223,436143,0,1,1,7,1,0,0,0,0,0
1178224,436143,0,1,1,7,1,0,0,0,0,0
1178225,436143,0,1,1,7,1,0,0,0,0,0
1178226,436143,0,1,1,7,1,0,0,0,0,0
1178227,436143,0,1,1,7,1,0,0,0,0,0
1178228,436143,0,1,1,7,1,0,0,0,0,0
1178229,436143,0,1,1,7,1,0,0,0,0,0
1178230,436143,0,1,1,7,1,0,0,0,0,0
1178231,436143,0,1,1,7,1,0,0,0,0,0
1178234,436143,0,1,1,7,1,0,0,0,0,0
1178235,436143,0,1,1,14,1,0,0,0,0,0
1178236,436143,0,1,1,7,1,0,0,0,0,0
1178237,436143,0,1,1,7,1,0,0,0,0,0
1178243,436143,0,1,1,14,1,0,0,0,0,0
1178244,436143,0,1,1,14,1,0,0,0,0,0
1178245,436143,0,1,1,14,1,0,0,0,0,0
1178246,436143,0,1,1,14,1,0,0,0,0,0
1178247,436143,0,1,1,14,1,0,0,0,0,0
1178248,436143,0,1,1,7,1,0,0,0,0,0
1178249,436143,0,1,1,7,1,0,0,0,0,0
1178250,436143,0,1,1,7,1,0,0,0,0,0
1178251,436143,0,1,1,7,1,0,0,0,0,0
1178252,436143,0,1,1,7,1,0,0,0,0,0
1178253,436143,0,1,1,7,1,0,0,0,0,0
1178254,436143,0,1,1,7,1,0,0,0,0,0
1178256,436143,0,1,1,7,1,0,0,0,0,0
1178257,436143,0,1,1,7,1,0,0,0,0,0
1178258,436143,0,1,1,7,1,0,0,0,0,0
1178259,436143,0,1,1,7,1,0,0,0,0,0
1178260,436143,0,1,1,7,1,0,0,0,0,0
1178261,436143,0,1,1,7,1,0,0,0,0,0
1178262,436143,0,1,1,7,1,0,0,0,0,0
1178263,436143,0,1,1,7,1,0,0,0,0,0
1178264,436143,0,1,1,7,1,0,0,0,0,0
1178265,436143,0,1,1,7,1,0,0,0,0,0
1178266,436143,0,1,1,7,1,0,0,0,0,0
1178267,436143,0,1,1,7,1,0,0,0,0,0
1178268,436143,0,1,1,7,1,0,0,0,0,0
1178269,436143,0,1,1,7,1,0,0,0,0,0
1178270,436143,0,1,1,7,1,0,0,0,0,0
1178340,436143,0,1,1,7,1,0,0,0,0,0
