student_id,rural,suburban,urban
834017,1,0,0
834215,1,0,0
834261,1,0,0
834322,1,0,0
834842,1,0,0
834847,1,0,0
834854,1,0,0
834921,1,0,0
835895,1,0,0
836253,1,0,0
836257,1,0,0
837104,1,0,0
837497,1,0,0
961910,1,0,0
962918,1,0,0
995372,1,0,0
1064717,1,0,0
1078111,1,0,0
1082066,1,0,0
1093322,1,0,0
1132253,1,0,0
1168083,1,0,0
834009,1,0,0
834038,1,0,0
834191,1,0,0
834346,1,0,0
834510,1,0,0
834842,1,0,0
835875,1,0,0
835882,1,0,0
836255,1,0,0
836270,1,0,0
837104,1,0,0
837187,1,0,0
837484,1,0,0
837545,1,0,0
837564,1,0,0
837674,1,0,0
837675,1,0,0
849795,1,0,0
863383,1,0,0
1059243,1,0,0
1059267,1,0,0
1059279,1,0,0
1082066,1,0,0
1147422,1,0,0
254134,0,0,1
290441,0,0,1
290912,0,0,1
292833,0,0,1
378602,0,0,1
378717,0,0,1
382243,0,0,1
387009,0,0,1
850630,0,0,1
850728,0,0,1
855226,0,0,1
907993,0,0,1
909928,0,0,1
1068671,0,0,1
1068712,0,0,1
1075546,0,0,1
1100457,0,0,1
1151561,0,1,0
1151562,0,1,0
1151564,0,1,0
1151565,0,1,0
1151566,0,1,0
1151567,0,1,0
1151570,0,1,0
1151571,0,1,0
1151573,0,1,0
1151574,0,1,0
1151577,0,1,0
1151578,0,1,0
1151579,0,1,0
1151580,0,1,0
1151581,0,1,0
1151582,0,1,0
1151584,0,1,0
1151585,0,1,0
1151586,0,1,0
1151587,0,1,0
1151588,0,1,0
1151724,0,1,0
1151781,0,1,0
1151783,0,1,0
1151795,0,1,0
1151810,0,1,0
1151817,0,1,0
1152410,0,1,0
1151362,0,1,0
1151364,0,1,0
1151365,0,1,0
1151366,0,1,0
1151367,0,1,0
1151368,0,1,0
1151369,0,1,0
1151370,0,1,0
1151371,0,1,0
1151372,0,1,0
1151373,0,1,0
1151374,0,1,0
1151375,0,1,0
1151376,0,1,0
1151377,0,1,0
1151378,0,1,0
1151379,0,1,0
1151381,0,1,0
1151383,0,1,0
1151384,0,1,0
1151385,0,1,0
1151388,0,1,0
1151804,0,1,0
1151806,0,1,0
1152408,0,1,0
1153453,0,1,0
1154019,0,1,0
1097071,0,0,1
1097082,0,0,1
1097098,0,0,1
1098093,0,0,1
1098095,0,0,1
1098097,0,0,1
1103017,0,0,1
1118047,0,0,1
1123666,0,0,1
1152677,0,0,1
1157746,0,0,1
1159046,0,0,1
452598,1,0,0
453165,1,0,0
453168,1,0,0
453840,1,0,0
454097,1,0,0
483248,1,0,0
483919,1,0,0
484292,1,0,0
484635,1,0,0
486179,1,0,0
486379,1,0,0
486658,1,0,0
487663,1,0,0
490520,1,0,0
490765,1,0,0
493765,1,0,0
494884,1,0,0
497058,1,0,0
497253,1,0,0
500164,1,0,0
514615,1,0,0
517416,1,0,0
522572,1,0,0
523561,1,0,0
571931,1,0,0
1146352,1,0,0
1146647,1,0,0
1150704,1,0,0
1150707,1,0,0
1150710,1,0,0
1152580,1,0,0
1147154,0,0,1
1147161,0,0,1
1147188,0,0,1
1148808,0,0,1
1148809,0,0,1
1148810,0,0,1
1148811,0,0,1
1148812,0,0,1
1148813,0,0,1
1148814,0,0,1
1148816,0,0,1
1148817,0,0,1
1148819,0,0,1
1148833,0,0,1
767905,0,1,0
1147021,0,1,0
1147442,0,1,0
1147470,0,1,0
1147539,0,1,0
1147739,0,1,0
1149299,0,1,0
1153460,0,1,0
1153710,0,1,0
1154003,0,1,0
1158405,0,1,0
1158411,0,1,0
1158412,0,1,0
1158426,0,1,0
1147456,0,1,0
1147467,0,1,0
1147478,0,1,0
1147526,0,1,0
1147543,0,1,0
1147567,0,1,0
1147681,0,1,0
1148237,0,1,0
1148278,0,1,0
1148286,0,1,0
1153443,0,1,0
1153628,0,1,0
1153727,0,1,0
1154434,0,1,0
1155927,0,1,0
1158268,0,1,0
1158608,0,1,0
1160180,0,1,0
1147327,0,1,0
1147440,0,1,0
1147450,0,1,0
1147458,0,1,0
1147461,0,1,0
1147474,0,1,0
1147495,0,1,0
1147509,0,1,0
1147527,0,1,0
1147540,0,1,0
1147555,0,1,0
1147559,0,1,0
1148119,0,1,0
1153452,0,1,0
1154011,0,1,0
1158470,0,1,0
1158471,0,1,0
1158475,0,1,0
581873,1,0,0
582274,1,0,0
582282,1,0,0
582294,1,0,0
582307,1,0,0
589889,1,0,0
591094,1,0,0
591969,1,0,0
599316,1,0,0
599424,1,0,0
614849,1,0,0
614852,1,0,0
614888,1,0,0
622726,1,0,0
632730,1,0,0
680566,1,0,0
680709,1,0,0
1064326,1,0,0
581777,1,0,0
582265,1,0,0
582268,1,0,0
582272,1,0,0
582278,1,0,0
582293,1,0,0
588682,1,0,0
589605,1,0,0
590902,1,0,0
599419,1,0,0
599436,1,0,0
610962,1,0,0
614845,1,0,0
614871,1,0,0
680608,1,0,0
680715,1,0,0
853430,1,0,0
976777,1,0,0
1063169,1,0,0
1063173,1,0,0
1063174,1,0,0
1087294,1,0,0
1131349,1,0,0
582271,1,0,0
582280,1,0,0
582289,1,0,0
582291,1,0,0
582292,1,0,0
582355,1,0,0
589598,1,0,0
593488,1,0,0
598897,1,0,0
599107,1,0,0
609539,1,0,0
614875,1,0,0
614918,1,0,0
614964,1,0,0
619409,1,0,0
839175,1,0,0
976222,1,0,0
1147251,0,1,0
1147252,0,1,0
1147253,0,1,0
1147254,0,1,0
1147255,0,1,0
1147256,0,1,0
1147257,0,1,0
1147258,0,1,0
1147259,0,1,0
1147260,0,1,0
1147261,0,1,0
1147262,0,1,0
1147263,0,1,0
1147265,0,1,0
1147266,0,1,0
1147267,0,1,0
1147268,0,1,0
1148330,1,0,0
1148331,1,0,0
1148332,1,0,0
1148333,1,0,0
1148334,1,0,0
1148335,1,0,0
1148336,1,0,0
1148337,1,0,0
1148338,1,0,0
1148339,1,0,0
1148340,1,0,0
1148341,1,0,0
1148342,1,0,0
1148343,1,0,0
1148345,1,0,0
1148346,1,0,0
1148347,1,0,0
1148348,1,0,0
1148351,1,0,0
1148370,1,0,0
1148503,1,0,0
1150455,1,0,0
1150459,1,0,0
1150461,1,0,0
1150463,1,0,0
1150464,1,0,0
1150470,1,0,0
1149465,0,0,1
1149513,0,0,1
1150928,0,0,1
1149117,1,0,0
1149118,1,0,0
1149119,1,0,0
1149120,1,0,0
1149121,1,0,0
1149122,1,0,0
1149123,1,0,0
1149124,1,0,0
1149125,1,0,0
1149126,1,0,0
1149127,1,0,0
1149128,1,0,0
1149129,1,0,0
1149130,1,0,0
1149131,1,0,0
1149132,1,0,0
1149133,1,0,0
1149134,1,0,0
1149135,1,0,0
1149136,1,0,0
1149137,1,0,0
1149773,1,0,0
1150924,1,0,0
1149002,1,0,0
1149003,1,0,0
1149004,1,0,0
1149005,1,0,0
1149006,1,0,0
1149007,1,0,0
1149008,1,0,0
1149009,1,0,0
1149011,1,0,0
1149012,1,0,0
1149013,1,0,0
1149014,1,0,0
1149015,1,0,0
1149016,1,0,0
1149017,1,0,0
1149018,1,0,0
1149019,1,0,0
1149020,1,0,0
1149021,1,0,0
1149656,1,0,0
1150852,1,0,0
1150854,1,0,0
1154682,1,0,0
1148566,1,0,0
1148567,1,0,0
1148568,1,0,0
1148569,1,0,0
1148570,1,0,0
1148571,1,0,0
1148572,1,0,0
1148573,1,0,0
1148574,1,0,0
1148575,1,0,0
1148577,1,0,0
1148578,1,0,0
1148579,1,0,0
1148582,1,0,0
1148584,1,0,0
1148743,1,0,0
1150547,1,0,0
1150550,1,0,0
1149351,1,0,0
1149352,1,0,0
1149353,1,0,0
1149354,1,0,0
1149355,1,0,0
1149356,1,0,0
1149357,1,0,0
1149358,1,0,0
1149359,1,0,0
1149360,1,0,0
1149361,1,0,0
1149362,1,0,0
1150361,1,0,0
1150484,1,0,0
1150488,1,0,0
1150489,1,0,0
1152428,1,0,0
1150465,0,1,0
1150645,0,1,0
1151032,0,1,0
1151066,0,1,0
1151067,0,1,0
1151068,0,1,0
1151071,0,1,0
1151072,0,1,0
1151073,0,1,0
1151074,0,1,0
1151075,0,1,0
1151076,0,1,0
1151086,0,1,0
1151278,0,1,0
1151319,0,1,0
1151321,0,1,0
1151324,0,1,0
1151335,0,1,0
1151387,0,1,0
1151449,0,1,0
1151450,0,1,0
1151451,0,1,0
1151452,0,1,0
1151454,0,1,0
1151455,0,1,0
1151457,0,1,0
1151458,0,1,0
1151460,0,1,0
1151461,0,1,0
1151463,0,1,0
1151465,0,1,0
1151673,0,1,0
1151675,0,1,0
1152333,0,1,0
1152334,0,1,0
1152487,0,1,0
1152568,0,1,0
1152607,0,1,0
1153166,0,1,0
1153401,0,1,0
1153797,0,1,0
1155309,0,1,0
1156068,0,1,0
1156080,0,1,0
458779,0,1,0
458781,0,1,0
458787,0,1,0
458788,0,1,0
458789,0,1,0
458794,0,1,0
458801,0,1,0
458802,0,1,0
458857,0,1,0
489159,0,1,0
496246,0,1,0
521776,0,1,0
521790,0,1,0
522104,0,1,0
598315,0,1,0
946966,0,1,0
1042636,0,1,0
1042679,0,1,0
1042736,0,1,0
1042882,0,1,0
1045172,0,1,0
1045251,0,1,0
1087382,0,1,0
1100398,0,1,0
1149893,0,1,0
512514,1,0,0
526652,1,0,0
526663,1,0,0
526669,1,0,0
526694,1,0,0
529607,1,0,0
529609,1,0,0
529610,1,0,0
529615,1,0,0
529637,1,0,0
531274,1,0,0
531276,1,0,0
531277,1,0,0
531278,1,0,0
544837,1,0,0
548573,1,0,0
1071326,1,0,0
1071327,1,0,0
137094,1,0,0
137157,1,0,0
140001,1,0,0
140195,1,0,0
142489,1,0,0
144591,1,0,0
144744,1,0,0
145039,1,0,0
148414,1,0,0
1152113,1,0,0
137424,1,0,0
138295,1,0,0
138821,1,0,0
138967,1,0,0
139025,1,0,0
139146,1,0,0
139208,1,0,0
139393,1,0,0
139455,1,0,0
139738,1,0,0
140136,1,0,0
140219,1,0,0
140934,1,0,0
141316,1,0,0
145103,1,0,0
145875,1,0,0
164727,1,0,0
204992,1,0,0
1151892,1,0,0
1151893,1,0,0
1151894,1,0,0
1151896,1,0,0
1151897,1,0,0
1151900,1,0,0
1152198,1,0,0
1152199,1,0,0
1152200,1,0,0
1152201,1,0,0
1152202,1,0,0
1152203,1,0,0
1152204,1,0,0
1152207,1,0,0
1152208,1,0,0
1152211,1,0,0
1152212,1,0,0
1152213,1,0,0
1152214,1,0,0
1152215,1,0,0
1153677,1,0,0
1153678,1,0,0
1153679,1,0,0
1153680,1,0,0
1153681,1,0,0
1153682,1,0,0
1153683,1,0,0
1153684,1,0,0
1153685,1,0,0
1153686,1,0,0
1153687,1,0,0
1153688,1,0,0
1153689,1,0,0
1153690,1,0,0
1153691,1,0,0
1153692,1,0,0
1153693,1,0,0
1153694,1,0,0
1153695,1,0,0
1153696,1,0,0
1153697,1,0,0
1152031,1,0,0
1152032,1,0,0
1152033,1,0,0
1152034,1,0,0
1152035,1,0,0
1152036,1,0,0
1152037,1,0,0
1152039,1,0,0
1152040,1,0,0
1152042,1,0,0
1152043,1,0,0
1152046,1,0,0
1152047,1,0,0
1152048,1,0,0
1152060,1,0,0
1153527,1,0,0
1153528,1,0,0
1153529,1,0,0
1153530,1,0,0
1153531,1,0,0
1153532,1,0,0
1153533,1,0,0
1153534,1,0,0
1153535,1,0,0
1153536,1,0,0
1153537,1,0,0
1153538,1,0,0
1153539,1,0,0
1153540,1,0,0
1153541,1,0,0
1153542,1,0,0
1153543,1,0,0
1153544,1,0,0
1153546,1,0,0
1154002,1,0,0
1154020,1,0,0
1077407,0,0,1
1077409,0,0,1
1077410,0,0,1
1077412,0,0,1
1077415,0,0,1
1077416,0,0,1
1105834,0,0,1
1117449,0,0,1
1131169,0,0,1
1131265,0,0,1
1131267,0,0,1
1131717,0,0,1
1131725,0,0,1
1131727,0,0,1
1132957,0,0,1
1143403,0,0,1
1152519,0,0,1
1156898,0,0,1
1157716,0,0,1
1160563,0,0,1
180169,0,0,1
185107,0,0,1
191406,0,0,1
192281,0,0,1
1142872,0,0,1
1142920,0,0,1
1142921,0,0,1
1142998,0,0,1
1142999,0,0,1
1143002,0,0,1
1143003,0,0,1
1143004,0,0,1
1143006,0,0,1
1143027,0,0,1
1143028,0,0,1
1143033,0,0,1
1143035,0,0,1
1143044,0,0,1
1143119,0,0,1
1145714,0,0,1
1146233,0,0,1
1146239,0,0,1
928912,1,0,0
961395,1,0,0
961399,1,0,0
961413,1,0,0
961417,1,0,0
961597,1,0,0
961599,1,0,0
961605,1,0,0
961613,1,0,0
961618,1,0,0
961622,1,0,0
961711,1,0,0
961831,1,0,0
961978,1,0,0
962045,1,0,0
962848,1,0,0
962857,1,0,0
962862,1,0,0
972581,1,0,0
1010782,1,0,0
1052317,1,0,0
965167,1,0,0
966663,1,0,0
966669,1,0,0
1012225,1,0,0
1012236,1,0,0
1103371,1,0,0
1103378,1,0,0
1103380,1,0,0
1103381,1,0,0
1103385,1,0,0
1103386,1,0,0
1103388,1,0,0
1103389,1,0,0
1103390,1,0,0
1103391,1,0,0
1107938,1,0,0
1107940,1,0,0
1116192,1,0,0
1141647,1,0,0
624346,0,1,0
624657,0,1,0
625239,0,1,0
625619,0,1,0
626184,0,1,0
626275,0,1,0
629931,0,1,0
631976,0,1,0
633130,0,1,0
719334,0,1,0
735422,0,1,0
775690,0,1,0
820370,0,1,0
866329,0,1,0
955493,0,1,0
991879,0,1,0
991914,0,1,0
992012,0,1,0
992185,0,1,0
992451,0,1,0
992454,0,1,0
1018032,0,1,0
1018655,0,1,0
680376,0,1,0
692092,0,1,0
750221,0,1,0
750370,0,1,0
750552,0,1,0
753467,0,1,0
753474,0,1,0
753475,0,1,0
753479,0,1,0
753521,0,1,0
753555,0,1,0
753564,0,1,0
1144148,0,0,1
1144803,0,0,1
1145776,0,0,1
1152407,0,0,1
1152409,0,0,1
1148696,0,1,0
1147221,0,0,1
1147223,0,0,1
1147224,0,0,1
1147225,0,0,1
1147226,0,0,1
1147227,0,0,1
1147230,0,0,1
1147231,0,0,1
1147232,0,0,1
1147233,0,0,1
1147236,0,0,1
1147250,0,0,1
1147264,0,0,1
1147271,0,0,1
1147277,0,0,1
1148909,0,0,1
1149140,1,0,0
1147444,1,0,0
1147445,1,0,0
1147446,1,0,0
1147447,1,0,0
1147448,1,0,0
1147449,1,0,0
1147451,1,0,0
1147452,1,0,0
1147453,1,0,0
1147454,1,0,0
1147457,1,0,0
1147459,1,0,0
1147460,1,0,0
1147463,1,0,0
1147464,1,0,0
1147465,1,0,0
1147466,1,0,0
1157346,1,0,0
1157347,1,0,0
1157349,1,0,0
616213,0,0,1
635679,0,0,1
652124,0,0,1
654793,0,0,1
837856,0,0,1
1149724,0,0,1
1149795,0,0,1
1149798,0,0,1
1149799,0,0,1
1149800,0,0,1
1149801,0,0,1
1149803,0,0,1
1149804,0,0,1
1149805,0,0,1
1149806,0,0,1
1149807,0,0,1
1149808,0,0,1
1158382,0,0,1
1158383,0,0,1
1158384,0,0,1
1158385,0,0,1
1158386,0,0,1
1158387,0,0,1
1158388,0,0,1
1158389,0,0,1
1158390,0,0,1
1158391,0,0,1
1158392,0,0,1
1158393,0,0,1
1158394,0,0,1
1158406,0,0,1
1158502,0,0,1
1158508,0,0,1
1158510,0,0,1
1158579,0,0,1
1158580,0,0,1
1158581,0,0,1
1158583,0,0,1
1158586,0,0,1
1158587,0,0,1
1163526,0,0,1
1074536,0,0,1
1075336,0,0,1
1076565,0,0,1
1076566,0,0,1
1076567,0,0,1
1076568,0,0,1
1076569,0,0,1
1076570,0,0,1
1076571,0,0,1
1076572,0,0,1
1076573,0,0,1
1076574,0,0,1
1076575,0,0,1
1076576,0,0,1
1076578,0,0,1
1076579,0,0,1
1076581,0,0,1
1076582,0,0,1
1076583,0,0,1
1076584,0,0,1
1076585,0,0,1
1076586,0,0,1
1076587,0,0,1
1076588,0,0,1
1076589,0,0,1
1076590,0,0,1
1076591,0,0,1
1076600,0,0,1
1102175,0,0,1
326952,1,0,0
453568,1,0,0
453571,1,0,0
453573,1,0,0
453574,1,0,0
453575,1,0,0
453576,1,0,0
453577,1,0,0
453578,1,0,0
453579,1,0,0
453580,1,0,0
453581,1,0,0
453587,1,0,0
453590,1,0,0
457427,1,0,0
555393,1,0,0
508644,1,0,0
814849,0,1,0
1147087,0,1,0
1147386,0,1,0
1147388,0,1,0
1147389,0,1,0
1147390,0,1,0
1147391,0,1,0
1147392,0,1,0
1147393,0,1,0
1147394,0,1,0
1147395,0,1,0
1147396,0,1,0
1147397,0,1,0
1147398,0,1,0
1147400,0,1,0
1147402,0,1,0
1148184,0,1,0
1148205,0,1,0
1148933,0,1,0
1149557,0,1,0
1149891,0,1,0
1151030,0,1,0
1151031,0,1,0
1160864,0,1,0
1146827,0,1,0
1146828,0,1,0
1146829,0,1,0
1146830,0,1,0
1146833,0,1,0
1146862,0,1,0
1146868,0,1,0
1146871,0,1,0
1146873,0,1,0
1146874,0,1,0
1146878,0,1,0
1146888,0,1,0
1147091,0,1,0
1149421,0,1,0
1149439,0,1,0
1150072,0,1,0
1150523,0,1,0
1150529,0,1,0
1150530,0,1,0
1150531,0,1,0
1150532,0,1,0
1160872,0,1,0
1147073,0,1,0
1147074,0,1,0
1147075,0,1,0
1147076,0,1,0
1147077,0,1,0
1147078,0,1,0
1147079,0,1,0
1147080,0,1,0
1147081,0,1,0
1147082,0,1,0
1147083,0,1,0
1147084,0,1,0
1147085,0,1,0
1147086,0,1,0
1147088,0,1,0
1147089,0,1,0
1147090,0,1,0
1147093,0,1,0
1147392,0,1,0
1147850,0,1,0
1148734,0,1,0
1148735,0,1,0
1148736,0,1,0
124,0,1,0
354,0,1,0
944268,1,0,0
944583,1,0,0
944595,1,0,0
944622,1,0,0
944629,1,0,0
944667,1,0,0
944693,1,0,0
944737,1,0,0
945229,1,0,0
945279,1,0,0
945292,1,0,0
945424,1,0,0
945618,1,0,0
946268,1,0,0
946773,1,0,0
946941,1,0,0
948625,1,0,0
949159,1,0,0
952174,1,0,0
983075,1,0,0
1090112,1,0,0
1150309,0,1,0
1150970,0,1,0
1151029,0,1,0
1151257,0,1,0
1153186,0,1,0
1153396,0,1,0
1153456,0,1,0
1154382,0,1,0
1154386,0,1,0
1154420,0,1,0
1154427,0,1,0
1154771,0,1,0
1154773,0,1,0
1154783,0,1,0
1150108,0,0,1
1150184,0,0,1
1150199,0,0,1
1150294,0,0,1
1150353,0,0,1
1150365,0,0,1
1150861,0,0,1
1152439,0,0,1
1154788,0,0,1
1156312,0,0,1
1146465,0,0,1
1146535,0,0,1
1146536,0,0,1
1146559,0,0,1
1146586,0,0,1
1146612,0,0,1
1146634,0,0,1
1146640,0,0,1
1146652,0,0,1
1146680,0,0,1
1146682,0,0,1
1146686,0,0,1
1146689,0,0,1
1146719,0,0,1
1151139,0,0,1
1080262,0,1,0
1083159,0,1,0
1084060,0,1,0
1084069,0,1,0
1084073,0,1,0
1084076,0,1,0
1084077,0,1,0
1084078,0,1,0
1084080,0,1,0
1084082,0,1,0
1084094,0,1,0
1084096,0,1,0
1084103,0,1,0
1084671,0,1,0
1086900,0,1,0
1093433,0,1,0
1093441,0,1,0
1094469,0,1,0
1095569,0,1,0
1078362,0,1,0
1083126,0,1,0
1083129,0,1,0
1083162,0,1,0
1083228,0,1,0
1083238,0,1,0
1086001,0,1,0
1086536,0,1,0
1086537,0,1,0
1086546,0,1,0
1086583,0,1,0
1086609,0,1,0
1086626,0,1,0
1086630,0,1,0
1088119,0,1,0
1092856,0,1,0
1092949,0,1,0
1092951,0,1,0
1094159,0,1,0
1095153,0,1,0
1095269,0,1,0
1095275,0,1,0
1100137,0,1,0
1134999,0,1,0
1167180,0,1,0
354706,0,1,0
355728,0,1,0
359183,0,1,0
360306,0,1,0
360367,0,1,0
360457,0,1,0
361321,0,1,0
366227,0,1,0
367154,0,1,0
368259,0,1,0
372846,0,1,0
372861,0,1,0
380363,0,1,0
644698,0,1,0
1084170,0,1,0
1103573,0,1,0
1157351,0,1,0
355328,0,1,0
360136,0,1,0
382030,0,1,0
382993,0,1,0
1094992,0,1,0
1151355,1,0,0
1151380,1,0,0
1152015,1,0,0
1152593,1,0,0
1152655,1,0,0
1152676,1,0,0
1115062,1,0,0
1150963,1,0,0
1150967,1,0,0
1150972,1,0,0
1151389,1,0,0
1150648,1,0,0
1150649,1,0,0
1150927,1,0,0
1151114,1,0,0
1151115,1,0,0
1151117,1,0,0
1151118,1,0,0
1151119,1,0,0
1151120,1,0,0
1151121,1,0,0
1151122,1,0,0
1151123,1,0,0
1152625,1,0,0
1151682,0,1,0
1151683,0,1,0
1151684,0,1,0
1151685,0,1,0
1151686,0,1,0
1151687,0,1,0
1151688,0,1,0
1151689,0,1,0
1151690,0,1,0
1151692,0,1,0
1151693,0,1,0
1151694,0,1,0
1151695,0,1,0
1151696,0,1,0
1151697,0,1,0
1151698,0,1,0
1151699,0,1,0
1151700,0,1,0
1151702,0,1,0
1151703,0,1,0
1151704,0,1,0
1151705,0,1,0
1151706,0,1,0
1151707,0,1,0
1151708,0,1,0
1151709,0,1,0
1151404,0,1,0
1151405,0,1,0
1151408,0,1,0
1151409,0,1,0
1151410,0,1,0
1151411,0,1,0
1151412,0,1,0
1151413,0,1,0
1151414,0,1,0
1151415,0,1,0
1151416,0,1,0
1151417,0,1,0
1151418,0,1,0
1151419,0,1,0
1151420,0,1,0
1151421,0,1,0
1151422,0,1,0
